ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
ADD;UN01002666;ASBIE;Agricultural_ Analysis. Result. Analysis_ Referenced_ Document;The referenced analysis result document for this agricultural analysis.;;;Agricultural;Analysis;;Result;;;;Analysis_ Referenced;Document;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;Global;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002667;ASBIE;Agricultural_ Analysis. Execution. Crop Data Sheet_ Party;The crop data sheet party executing this agricultural analysis.;;;Agricultural;Analysis;;Execution;;;;Crop Data Sheet;Party;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;Global;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002671;ABIE;Agricultural_ Area. Details;A part of a land surface used in agriculture.;;;Agricultural;Area;;;;;;;;;;;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;Global;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002672;BBIE;Agricultural_ Area. Type. Code;The code specifying the type of agricultural area, such as crop surface area.;;;Agricultural;Area;;Type;;Code;;;;;;;1;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;Global;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002673;BBIE;Agricultural_ Area. Actual. Measure;The actual measure of this agricultural area.;;;Agricultural;Area;;Actual;;Measure;;;;;;;1;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;Global;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002674;ASBIE;Agricultural_ Area. Boundary. Specified_ Geographical Coordinate;A specified geographical coordinate of the boundary for this agricultural area.;;;Agricultural;Area;;Boundary;;;;Specified;Geographical Coordinate;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;Global;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002776;ABIE;Agricultural_ Country Sub-Division. Details;An area of land within a country which has specific agricultural characteristics.;;;Agricultural;Country Sub-Division;;;;;;;;;;;;;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002777;BBIE;Agricultural_ Country Sub-Division. Identification. Identifier;The unique identifier for this agricultural country sub-division.;;;Agricultural;Country Sub-Division;;Identification;;Identifier;;;;;;;1;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002778;BBIE;Agricultural_ Country Sub-Division. Type. Code;The code specifying the type of agricultural country sub-division.;;;Agricultural;Country Sub-Division;;Type;;Code;;;;;;;1;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002779;BBIE;Agricultural_ Country Sub-Division. Description. Text;The textual description of this agricultural country sub-division.;;;Agricultural;Country Sub-Division;;Description;;Text;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002780;ASBIE;Agricultural_ Country Sub-Division. Applicable. Technical_ Characteristic;A technical characteristic applicable to this agricultural country sub-division.;;;Agricultural;Country Sub-Division;;Applicable;;;;Technical;Characteristic;;;;0;unbounded;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002781;ASBIE;Agricultural_ Country Sub-Division. Included. Agricultural_ Area;An agricultural area included in this agricultural country sub-division.;;;Agricultural;Country Sub-Division;;Included;;;;Agricultural;Area;;;;0;unbounded;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002782;ASBIE;Agricultural_ Country Sub-Division. Owner. Crop Data Sheet_ Party;The crop data sheet party that owns this agricultural country sub-division.;;;Agricultural;Country Sub-Division;;Owner;;;;Crop Data Sheet;Party;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002762;ABIE;Agricultural_ Crop Production Cycle. Details;A series of agricultural events in the production of a crop.;;;Agricultural;Crop Production Cycle;;;;;;;;;;;;;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002763;BBIE;Agricultural_ Crop Production Cycle. Sequence. Numeric;The sequence number for this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;;Sequence;;Numeric;;;;;;;1;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002764;BBIE;Agricultural_ Crop Production Cycle. Start. Date Time;The date or date time value of the start of this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;;Start;;Date Time;;;;;;;1;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002765;BBIE;Agricultural_ Crop Production Cycle. End. Date Time;The date or date time value of the end of this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;;End;;Date Time;;;;;;;0;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002766;BBIE;Agricultural_ Crop Production Cycle. Production_ Year. Date Time;The date, specified as a year, of the crop production in this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;Production;Year;;Date Time;;;;;;;0;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002767;ASBIE;Agricultural_ Crop Production Cycle. Applicable. Plot_ Agricultural Process;A plot agricultural process applicable to this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;;Applicable;;;;Plot;Agricultural Process;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002768;ASBIE;Agricultural_ Crop Production Cycle. Applicable. Technical_ Characteristic;A technical characteristic applicable to this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;;Applicable;;;;Technical;Characteristic;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002769;ASBIE;Agricultural_ Crop Production Cycle. Used. Agricultural_ Area;An agricultural area used for this agricultural crop production cycle.;;;Agricultural;Crop Production Cycle;;Used;;;;Agricultural;Area;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002685;ABIE;Agricultural_ Crop. Details;The produce from agriculturally cultivated plants.;;;Agricultural;Crop;;;;;;;;;;;;;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002686;BBIE;Agricultural_ Crop. Botanical Species. Code;The code specifying the botanical species for this agricultural crop.;;;Agricultural;Crop;;Botanical Species;;Code;;;;;;;1;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002687;BBIE;Agricultural_ Crop. Supplementary_ Botanical Species. Code;The code specifying the supplementary botanical species for this agricultural crop.;;;Agricultural;Crop;Supplementary;Botanical Species;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002688;BBIE;Agricultural_ Crop. Sowing Period. Code;The code specifying the sowing period of this agricultural crop, such as spring or winter.;;;Agricultural;Crop;;Sowing Period;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002689;BBIE;Agricultural_ Crop. Purpose. Code;The code specifying the purpose for this agricultural crop.;;;Agricultural;Crop;;Purpose;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002690;BBIE;Agricultural_ Crop. Planting Reason. Code;The code specifying the planting reason for this agricultural crop.;;;Agricultural;Crop;;Planting Reason;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002691;ASBIE;Agricultural_ Crop. Sown. Crop_ Species Variety;A sown crop species variety for this agricultural crop.;;;Agricultural;Crop;;Sown;;;;Crop;Species Variety;;;;0;unbounded;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002651;ABIE;Agricultural_ Plot. Details;A small piece of land used in agriculture.;;;Agricultural;Plot;;;;;;;;;;;;;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002652;BBIE;Agricultural_ Plot. Identification. Identifier;The unique identifier for this agricultural plot.;;;Agricultural;Plot;;Identification;;Identifier;;;;;;;1;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002653;BBIE;Agricultural_ Plot. Previous_ Identification. Identifier;The unique identifier that previously identified (last) this agricultural plot, such as in a plot division.;;;Agricultural;Plot;Previous;Identification;;Identifier;;;;;;;0;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002654;BBIE;Agricultural_ Plot. Description. Text;The textual description of this agricultural plot.;;;Agricultural;Plot;;Description;;Text;;;;;;;0;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002655;BBIE;Agricultural_ Plot. Data Sheet Start. Date Time;The date or date time value for the start of the period covered by the data sheet for this agricultural plot.;;;Agricultural;Plot;;Data Sheet Start;;Date Time;;;;;;;1;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002656;BBIE;Agricultural_ Plot. Data Sheet End. Date Time;The date or date time value for the end of the period covered by the data sheet for this agricultural plot.;;;Agricultural;Plot;;Data Sheet End;;Date Time;;;;;;;0;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002657;BBIE;Agricultural_ Plot. Sequence. Numeric;The sequence number for this agricultural plot.;;;Agricultural;Plot;;Sequence;;Numeric;;;;;;;1;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002658;BBIE;Agricultural_ Plot. Divided. Indicator;The indication of whether or not this agricultural plot has been divided.;;;Agricultural;Plot;;Divided;;Indicator;;;;;;;0;1;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002659;ASBIE;Agricultural_ Plot. Included In. Agricultural_ Country Sub-Division;An agricultural country sub-division in which this agricultural plot is included.;;;Agricultural;Plot;;Included In;;;;Agricultural;Country Sub-Division;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002660;ASBIE;Agricultural_ Plot. Applicable. Technical_ Characteristic;A technical characteristic applicable to this agricultural plot, such as hydromorphy, soil acidity, or type of soil.;;;Agricultural;Plot;;Applicable;;;;Technical;Characteristic;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002661;ASBIE;Agricultural_ Plot. Applied. Plot_ Soil Occupation;A plot soil occupation applied to this agricultural plot.;;;Agricultural;Plot;;Applied;;;;Plot;Soil Occupation;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002662;ASBIE;Agricultural_ Plot. Included. Agricultural_ Area;An agricultural area included in this agricultural plot.;;;Agricultural;Plot;;Included;;;;Agricultural;Area;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002663;ASBIE;Agricultural_ Plot. Soil. Agricultural_ Analysis;An agricultural analysis of the soil for this agricultural plot.;;;Agricultural;Plot;;Soil;;;;Agricultural;Analysis;;;;0;unbounded;Crop Data Sheet;;;Arable crop;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002699;ABIE;Agricultural_ Produce. Details;Agricultural products, such as grain, fruits, vegetables, poultry and livestock.;;;Agricultural;Produce;;;;;;;;;;;;;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002700;BBIE;Agricultural_ Produce. Type. Code;The code specifying the type of agricultural produce.;;;Agricultural;Produce;;Type;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002701;BBIE;Agricultural_ Produce. Subordinate_ Type. Code;The code specifying the subordinate type for this agricultural produce, such as product or by-product.;;;Agricultural;Produce;Subordinate;Type;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002702;BBIE;Agricultural_ Produce. Name. Text;The name, expressed as text, for this agricultural produce.;;;Agricultural;Produce;;Name;;Text;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002703;BBIE;Agricultural_ Produce. Weight. Measure;The measure of the weight (mass) of this agricultural produce.;;;Agricultural;Produce;;Weight;;Measure;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002704;BBIE;Agricultural_ Produce. Use. Code;The code specifying the use for this agricultural produce, such as for human consumption.;;;Agricultural;Produce;;Use;;Code;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002705;BBIE;Agricultural_ Produce. Calculated_ Yield. Measure;The measure of the calculated yield of this agricultural produce, such as weight per surface area unit.;;;Agricultural;Produce;Calculated;Yield;;Measure;;;;;;;0;1;Agricultural;;;Agricultural Produce;;;Agricultural;;;Global;;;European, National, Local Regulations;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
